index,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae,Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,Bacteria;;;;,Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae,Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;p-2534-18B5 gut group,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae,Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Deferribacteraceae,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae,Bacteria;Firmicutes;Bacilli;Erysipelotrichales;,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae,Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;,Bacteria;Firmicutes;Bacilli;RF39;,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae,Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae,Bacteria;Firmicutes;Clostridia;;,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae,Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae,Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae,Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Succinivibrionaceae,Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;,Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae,Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae,Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae,Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group,Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae,Bacteria;Firmicutes;;;,Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae,Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;,Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chromobacteriaceae,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae,Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae,;;;;,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pseudoalteromonadaceae,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidales RF16 group,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI,Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Brevibacteriaceae,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae,Bacteria;Firmicutes;Bacilli;;,Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae,Bacteria;Firmicutes;Clostridia;Lachnospirales;Defluviitaleaceae,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae,Bacteria;Proteobacteria;Gammaproteobacteria;MBMPE27;,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;F082,Bacteria;Bacteroidota;Bacteroidia;;,Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae,Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Solimonadaceae,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae,Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae,Bacteria;Firmicutes;Clostridia;Oscillospirales;,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rs-E47 termite group,Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;,Bacteria;Firmicutes;Bacilli;Lactobacillales;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Thioglobaceae,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae,Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae,condition
HB1,3182.0,7436.0,131.0,415.0,1326.0,3161.0,6421.0,12.0,0.0,0.0,2697.0,83246.0,0.0,21.0,37.0,204.0,0.0,584.0,0.0,4279.0,184.0,4.0,12.0,38.0,3563.0,19.0,263.0,28.0,19.0,135.0,2.0,143.0,4.0,22.0,0.0,23.0,0.0,1420.0,0.0,95.0,0.0,27.0,153.0,241.0,43.0,0.0,1.0,5.0,0.0,15.0,33.0,4.0,0.0,654.0,0.0,2.0,0.0,6.0,43.0,0.0,0.0,818.0,21.0,98.0,4.0,1841.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,25.0,0.0,0.0,0.0,696.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,HB
HB2,2080.0,2717.0,435.0,200.0,819.0,5936.0,1917.0,3.0,2.0,3.0,3913.0,95942.0,0.0,69.0,5.0,38.0,77.0,543.0,2.0,2029.0,94.0,0.0,40.0,14.0,3395.0,0.0,76.0,53.0,1306.0,142.0,0.0,44.0,0.0,226.0,9.0,23.0,2.0,348.0,0.0,267.0,4.0,18.0,19.0,120.0,12.0,0.0,0.0,9.0,0.0,288.0,14.0,0.0,14.0,1768.0,5.0,223.0,19.0,17.0,239.0,0.0,0.0,0.0,2.0,0.0,190.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,HB
HB3,3078.0,5300.0,8.0,184.0,741.0,6573.0,7183.0,13.0,0.0,3.0,2812.0,81902.0,0.0,24.0,57.0,59.0,154.0,777.0,0.0,3188.0,126.0,2.0,5.0,76.0,4324.0,23.0,151.0,15.0,2233.0,266.0,0.0,58.0,0.0,314.0,19.0,32.0,39.0,1245.0,0.0,92.0,6.0,37.0,43.0,280.0,46.0,0.0,0.0,0.0,0.0,285.0,20.0,0.0,27.0,1244.0,15.0,0.0,33.0,7.0,230.0,0.0,0.0,651.0,20.0,73.0,413.0,2198.0,0.0,2.0,3.0,19.0,0.0,0.0,0.0,0.0,3.0,42.0,0.0,0.0,0.0,65.0,0.0,0.0,21.0,0.0,0.0,653.0,0.0,294.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,HB
HB4,998.0,4562.0,341.0,375.0,1069.0,1935.0,3876.0,7.0,0.0,0.0,1051.0,119138.0,0.0,24.0,40.0,68.0,98.0,448.0,0.0,326.0,122.0,3.0,29.0,14.0,4891.0,0.0,104.0,48.0,1615.0,186.0,0.0,77.0,2.0,340.0,13.0,34.0,3.0,1300.0,0.0,63.0,5.0,18.0,117.0,535.0,34.0,0.0,0.0,2.0,0.0,243.0,13.0,0.0,12.0,262.0,4.0,76.0,19.0,4.0,235.0,0.0,0.0,0.0,10.0,3.0,180.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,HB
HB5,702.0,3394.0,115.0,469.0,1037.0,3462.0,6819.0,9.0,0.0,3.0,2568.0,92844.0,0.0,6.0,71.0,48.0,83.0,502.0,0.0,404.0,154.0,6.0,6.0,29.0,9709.0,0.0,178.0,30.0,1754.0,340.0,1.0,104.0,0.0,466.0,18.0,59.0,2.0,1031.0,0.0,121.0,5.0,31.0,65.0,222.0,651.0,0.0,3.0,3.0,29.0,297.0,15.0,33.0,14.0,838.0,8.0,110.0,29.0,0.0,614.0,215.0,0.0,0.0,77.0,0.0,249.0,0.0,0.0,0.0,5.0,35.0,0.0,15.0,0.0,0.0,9.0,2.0,0.0,104.0,0.0,44.0,3.0,0.0,8.0,0.0,0.0,353.0,0.0,243.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,HB
N1,2845.0,8553.0,2.0,909.0,3284.0,30251.0,7872.0,0.0,0.0,4.0,6746.0,19520.0,3.0,11.0,102.0,174.0,106.0,1158.0,0.0,2418.0,386.0,25.0,55.0,30.0,14072.0,2.0,54.0,88.0,2147.0,837.0,1.0,334.0,6.0,849.0,15.0,115.0,1.0,696.0,0.0,78.0,11.0,39.0,385.0,334.0,151.0,9.0,11.0,24.0,0.0,460.0,151.0,18.0,31.0,14298.0,18.0,0.0,26.0,12.0,1725.0,0.0,3.0,3.0,10.0,0.0,281.0,8.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0,8.0,2.0,0.0,0.0,6.0,5.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,3.0,N
N2,403.0,15226.0,2.0,888.0,2520.0,42408.0,6930.0,0.0,0.0,0.0,5140.0,19987.0,3.0,17.0,47.0,357.0,0.0,863.0,0.0,4022.0,554.0,27.0,34.0,11.0,7366.0,0.0,109.0,52.0,0.0,41.0,8.0,284.0,0.0,21.0,0.0,45.0,1.0,426.0,14.0,137.0,0.0,32.0,431.0,310.0,107.0,0.0,0.0,40.0,0.0,113.0,99.0,4.0,0.0,2445.0,0.0,0.0,0.0,0.0,1246.0,0.0,0.0,0.0,21.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,28.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,5.0,N
N3,221.0,7392.0,73.0,420.0,1780.0,17420.0,6330.0,0.0,0.0,0.0,6997.0,19965.0,0.0,0.0,92.0,209.0,106.0,792.0,0.0,2266.0,249.0,4.0,14.0,31.0,7429.0,0.0,0.0,10.0,2231.0,333.0,8.0,278.0,0.0,509.0,14.0,54.0,3.0,0.0,2.0,91.0,10.0,93.0,126.0,131.0,50.0,0.0,1.0,12.0,0.0,519.0,38.0,4.0,34.0,52231.0,12.0,0.0,29.0,0.0,984.0,3.0,0.0,311.0,4.0,49.0,350.0,1099.0,6.0,0.0,0.0,13.0,31.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,14.0,0.0,0.0,0.0,0.0,1517.0,0.0,0.0,3.0,0.0,0.0,7.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,N
N4,104.0,6879.0,0.0,240.0,948.0,41714.0,4350.0,0.0,0.0,0.0,3532.0,21884.0,2.0,0.0,48.0,75.0,96.0,830.0,0.0,2894.0,242.0,0.0,19.0,21.0,5306.0,2.0,4.0,7.0,1440.0,202.0,0.0,93.0,0.0,394.0,14.0,57.0,1.0,3.0,0.0,31.0,6.0,25.0,123.0,418.0,44.0,0.0,2.0,13.0,0.0,393.0,35.0,0.0,9.0,26474.0,8.0,0.0,33.0,0.0,761.0,0.0,0.0,0.0,11.0,0.0,210.0,5.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,7.0,4.0,0.0,0.0,8.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,N
N5,3926.0,7171.0,1.0,673.0,2379.0,5853.0,3892.0,2.0,0.0,0.0,6927.0,14756.0,0.0,124.0,19.0,187.0,0.0,644.0,4.0,2499.0,223.0,10.0,94.0,3.0,5249.0,0.0,178.0,95.0,0.0,55.0,10.0,193.0,3.0,12.0,0.0,35.0,0.0,870.0,3.0,350.0,0.0,33.0,218.0,378.0,66.0,0.0,1.0,13.0,0.0,93.0,51.0,13.0,0.0,52926.0,0.0,0.0,0.0,24.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0,20.0,0.0,5.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,N
